Satellite Name,Orbital Location,Beam Name,Type,Frequency Range (MHz),EIRP (dBW) / G/T (dB/K),Service Area 1,Service Area 2,Service Area 3,Service Area 4,Service Area 5,Service Area 6,Band,Bandwidth Capacity (MHz),Modulation,FEC,Integrated
Intelsat 9,-50,AMHU,Receive,5925.0 - 6425.0,-0.2 (G/T),North America,Central America,South America,Europe,,,C-Band,500,QPSK,0.5,1
Intelsat 9,-50,CMD,Receive,14494.0 - 14495.0,-99.0 (G/T),Global,,,,,,Ku-Band,1,QPSK,0.5,1
Intelsat 9,-50,AMVU,Receive,5925.0 - 6425.0,-0.8 (G/T),North America,Central America,South America,Europe,,,C-Band,500,QPSK,0.5,1
Intelsat 9,-50,BRVD,Transmit,11700.0 - 11960.0,48.1 (EIRP),Brazil,,,,,,X-Band,260,QPSK,0.5,1
Intelsat 9,-50,MXVD,Transmit,11900.0 - 12200.0,54.2 (EIRP),Caribbean,,,,,,"X-Band, Ku-Band",300,QPSK,0.5,1
Intelsat 9,-50,MXHD,Transmit,11900.0 - 12200.0,54.2 (EIRP),Caribbean,,,,,,"X-Band, Ku-Band",300,QPSK,0.5,1
Intelsat 9,-50,UPCV,Transmit,11702.987 - 11703.013,12.3 (EIRP),Global,,,,,,X-Band,0.026,QPSK,0.5,1
Intelsat 9,-50,UPCH,Transmit,11698.987 - 11699.013,13.2 (EIRP),Global,,,,,,X-Band,0.026,QPSK,0.5,1
Intelsat 9,-50,TLMB,Transmit,11700.0 - 11702.5,10.7 (EIRP),Global,,,,,,X-Band,2.5,QPSK,0.5,1
Intelsat 9,-50,AEHD,Transmit,11450.0 - 11700.0,49.6 (EIRP),North America,,,Europe,,,X-Band,250,QPSK,0.5,1
Intelsat 9,-50,AMVD,Transmit,3700.0 - 4200.0,42.8 (EIRP),North America,Central America,South America,Europe,,,C-Band,500,QPSK,0.5,1
Intelsat 9,-50,TLMP,Transmit,11700.0 - 11702.5,14.8 (EIRP),Global,,,,,,X-Band,2.5,QPSK,0.5,1
Intelsat 9,-50,TLM,Transmit,11700.0 - 11702.5,9.2 (EIRP),Global,,,,,,X-Band,2.5,QPSK,0.5,1
Intelsat 9,-50,AMHD,Transmit,3700.0 - 4200.0,42.7 (EIRP),North America,Central America,South America,Europe,,,C-Band,500,QPSK,0.5,1
Intelsat 901,-30,KSVU,Receive,14000.0 - 14500.0,8.9 (G/T),Global,,,,,,Ku-Band,72,8PSK,0.75,1
Intelsat 901,-30,CGRU,Receive,6300.0 - 6425.0,-6.7 (G/T),Global,,,,,,C-Band,36,8PSK,0.75,1
Intelsat 901,-30,CGLU,Receive,6300.0 - 6425.0,-6.7 (G/T),Global,,,,,,C-Band,36,8PSK,0.75,1
Intelsat 901,-30,SERU,Receive,5850.0 - 6300.0,-0.8 (G/T),Sub-Saharan Africa,,,,,,C-Band,72,8PSK,0.75,1
Intelsat 901,-30,KSHU,Receive,14000.0 - 14500.0,8.7 (G/T),Global,,,,,,Ku-Band,72,8PSK,0.75,1
Intelsat 901,-30,CELU,Receive,5850.0 - 6300.0,-2.5 (G/T),Africa,Europe,,,,,C-Band,72,8PSK,0.75,1
Intelsat 901,-30,NERU,Receive,5850.0 - 6300.0,4.2 (G/T),Europe,Greenland,,,,,C-Band,72,8PSK,0.75,1
Intelsat 901,-30,NWRU,Receive,5850.0 - 6300.0,5.8 (G/T),Northern United States,Eastern Canada,,,,,C-Band,72,8PSK,0.75,1
Intelsat 901,-30,SWRU,Receive,5850.0 - 6300.0,1.5 (G/T),South America,Caribbean,,,,,C-Band,72,8PSK,0.75,1
Intelsat 901,-30,CWLU,Receive,5850.0 - 6300.0,-2.2 (G/T),North America,South America,,,,,C-Band,72,8PSK,0.75,1
Intelsat 901,-30,CGLD,Transmit,4075.0 - 4200.0,35.5 (EIRP),Global,,,,,,C-Band,83.4,8PSK,0.75,1
Intelsat 901,-30,CGRD,Transmit,4075.0 - 4200.0,35.8 (EIRP),Global,,,,,,C-Band,83.4,8PSK,0.75,1
Intelsat 901,-30,WHRD,Transmit,3625.0 - 4075.0,40.4 (EIRP),North America,South America,,,,,C-Band,72,8PSK,0.75,1
Intelsat 901,-30,CERD,Transmit,3625.0 - 4075.0,41.0 (EIRP),Africa,Europe,,,,,C-Band,72,8PSK,0.75,1
Intelsat 901,-30,NWLD,Transmit,3625.0 - 4075.0,42.8 (EIRP),Northern United States,Eastern Canada,,,,,C-Band,72,8PSK,0.75,1
Intelsat 901,-30,SWLD,Transmit,3625.0 - 4075.0,44.0 (EIRP),South America,Caribbean,,,,,C-Band,72,8PSK,0.75,1
Intelsat 901,-30,SELD,Transmit,3625.0 - 4075.0,41.1 (EIRP),Sub-Saharan Africa,,,,,,C-Band,72,8PSK,0.75,1
Intelsat 901,-30,NELD,Transmit,3625.0 - 4075.0,45.9 (EIRP),Europe,Greenland,,,,,C-Band,72,8PSK,0.75,1
Intelsat 901,-30,KSHD,Transmit,10950.0 - 11200.0,53.8 (EIRP),Global,,,,,,X-Band,77,8PSK,0.75,1
Intelsat 901,-30,KSHE,Transmit,11450.0 - 11700.0,53.8 (EIRP),Global,,,,,,X-Band,72,8PSK,0.75,1
Intelsat 901,-30,KSVE,Transmit,11450.0 - 11700.0,53.6 (EIRP),Global,,,,,,X-Band,72,8PSK,0.75,1
Intelsat 901,-30,KSVD,Transmit,10950.0 - 11200.0,53.6 (EIRP),Global,,,,,,X-Band,77,8PSK,0.75,1
Intelsat 902,-50,CGLU,Receive,6300.0 - 6425.0,-6.5 (G/T),Global,,,,,,C-Band,125,QPSK,0.5,1
Intelsat 902,-50,CGRU,Receive,6300.0 - 6425.0,-6.2 (G/T),Global,,,,,,C-Band,125,QPSK,0.5,1
Intelsat 902,-50,CWLU,Receive,5850.0 - 6300.0,-2.2 (G/T),Western Hemisphere,,,,,,C-Band,450,QPSK,0.5,1
Intelsat 902,-50,CELU,Receive,5850.0 - 6300.0,1.7 (G/T),Eastern Hemisphere,,,,,,C-Band,450,QPSK,0.5,1
Intelsat 902,-50,CNRU,Receive,5850.0 - 6300.0,4.3 (G/T),North West,,,,,,C-Band,450,QPSK,0.5,1
Intelsat 902,-50,CSRU,Receive,5850.0 - 6300.0,0.2 (G/T),South West,,,,,,C-Band,450,QPSK,0.5,1
Intelsat 902,-50,CMRU,Receive,5850.0 - 6300.0,3.0 (G/T),Middle East,,,,,,C-Band,450,QPSK,0.5,1
Intelsat 902,-50,SERU,Receive,5850.0 - 6300.0,3.0 (G/T),South East,,,,,,C-Band,450,QPSK,0.5,1
Intelsat 902,-50,NERU,Receive,5850.0 - 6300.0,4.0 (G/T),North East,,,,,,C-Band,450,QPSK,0.5,1
Intelsat 902,-50,CCRU,Receive,5850.0 - 6300.0,0.3 (G/T),Eastern Hemisphere,,,,,,C-Band,450,QPSK,0.5,1
Intelsat 902,-50,K1HU,Receive,14000.0 - 14500.0,8.8 (G/T),Global,,,,,,Ku-Band,500,QPSK,0.5,1
Intelsat 902,-50,K2VU,Receive,14000.0 - 14500.0,8.6 (G/T),Global,,,,,,Ku-Band,500,QPSK,0.5,1
Intelsat 902,-50,CGLD,Transmit,4075.0 - 4200.0,35.6 (EIRP),Global,,,,,,C-Band,125,QPSK,0.5,1
Intelsat 902,-50,CGRD,Transmit,4075.0 - 4200.0,35.4 (EIRP),Global,,,,,,C-Band,125,QPSK,0.5,1
Intelsat 902,-50,CWRD,Transmit,3625.0 - 4075.0,41.1 (EIRP),Western Hemisphere,North America,South America,Western Europe,Greenland,Caribbean,C-Band,450,QPSK,0.5,1
Intelsat 902,-50,CERD,Transmit,3625.0 - 4075.0,45.1 (EIRP),Eastern Hemisphere,West Africa,South Europe,,,,C-Band,450,QPSK,0.5,1
Intelsat 902,-50,CNLD,Transmit,3625.0 - 4075.0,41.8 (EIRP),North West,Canada,Continental United States,Caribbean,,,C-Band,450,QPSK,0.5,1
Intelsat 902,-50,CSLD,Transmit,3625.0 - 4075.0,41.8 (EIRP),South West United States,Mexico,South America,Caribbean,,,C-Band,450,QPSK,0.5,1
Intelsat 902,-50,CMLD,Transmit,3625.0 - 4075.0,43.1 (EIRP),Middle East,Greenland,West Europe,,,,C-Band,450,QPSK,0.5,1
Intelsat 902,-50,SELD,Transmit,3625.0 - 4075.0,45.6 (EIRP),South East,South West Africa,,,,,C-Band,450,QPSK,0.5,1
Intelsat 902,-50,NELD,Transmit,3625.0 - 4075.0,44.5 (EIRP),North East,North Africa,South Europe,,,,C-Band,450,QPSK,0.5,1
Intelsat 902,-50,CCLD,Transmit,3625.0 - 4075.0,47.6 (EIRP),Eastern Hemisphere,Africa,South Europe,,,,C-Band,450,QPSK,0.5,1
Intelsat 902,-50,K1VD,Transmit,10950.0 - 11200.0,53.2 (EIRP),Global,Continental United States,Canada,Mexico,Caribbean,,X-Band,250,QPSK,0.5,1
Intelsat 902,-50,K1VE,Transmit,11450.0 - 11700.0,35.2 (EIRP),Global,Continental United States,Canada,Mexico,Caribbean,,X-Band,250,QPSK,0.5,1
Intelsat 905,-25,CGRU,Receive,6300.0 - 6425.0,-6.7 (G/T),Global,,,,,,C-Band,36,8PSK,0.75,1
Intelsat 905,-25,CGLU,Receive,6300.0 - 6425.0,-6.7 (G/T),Global,,,,,,C-Band,36,8PSK,0.75,1
Intelsat 905,-25,SERU,Receive,5850.0 - 6300.0,-0.8 (G/T),Malaysia,,,,,,C-Band,72,8PSK,0.75,1
Intelsat 905,-25,CWRU,Receive,5850.0 - 6300.0,-1.9 (G/T),South America,,,,,,C-Band,72,8PSK,0.75,1
Intelsat 905,-25,S1HU,Receive,14000.0 - 14500.0,8.7 (G/T),Europe,,,,,,Ku-Band,72,8PSK,0.75,1
Intelsat 905,-25,S2VU,Receive,14000.0 - 14500.0,8.9 (G/T),Caribbean,,,,,,Ku-Band,72,8PSK,0.75,1
Intelsat 905,-25,EHLU,Receive,5850.0 - 6300.0,-2.5 (G/T),Africa,Europe,,,,,C-Band,72,8PSK,0.75,1
Intelsat 905,-25,MWRU,Receive,5850.0 - 6300.0,2.7 (G/T),Central America,Caribbean,,,,,C-Band,72,8PSK,0.75,1
Intelsat 905,-25,NERU,Receive,5850.0 - 6300.0,4.2 (G/T),Europe,Greenland,,,,,C-Band,72,8PSK,0.75,1
Intelsat 905,-25,NWRU,Receive,5850.0 - 6300.0,5.8 (G/T),Northern United States,,,,,,C-Band,72,8PSK,0.75,1
Intelsat 905,-25,SWRU,Receive,5850.0 - 6300.0,1.5 (G/T),North America,South America,,,,,C-Band,72,8PSK,0.75,1
Intelsat 905,-25,WHLU,Receive,5850.0 - 6300.0,-2.2 (G/T),North America,South America,,,,,C-Band,72,8PSK,0.75,1
Intelsat 905,-25,UPKD,Transmit,11451.98 - 11452.15,11.0 (EIRP),Global,,,,,,X-Band,0.17,BPSK,0.5,1
Intelsat 905,-25,CGLD,Transmit,4075.0 - 4200.0,35.5 (EIRP),Global,,,,,,C-Band,36,8PSK,0.75,1
Intelsat 905,-25,CGRD,Transmit,4075.0 - 4200.0,35.8 (EIRP),Global,,,,,,C-Band,36,8PSK,0.75,1
Intelsat 905,-25,WHRD,Transmit,3625.0 - 4075.0,40.4 (EIRP),North America,South America,,,,,C-Band,72,8PSK,0.75,1
Intelsat 905,-25,EHRD,Transmit,3625.0 - 4075.0,41.0 (EIRP),Africa,Europe,,,,,C-Band,72,8PSK,0.75,1
Intelsat 905,-25,NWLD,Transmit,3625.0 - 4075.0,42.8 (EIRP),Northern United States,,,,,,C-Band,72,8PSK,0.75,1
Intelsat 905,-25,S1VD,Transmit,10950.0 - 11200.0,53.6 (EIRP),Global,,,,,,X-Band,77,8PSK,0.75,1
Intelsat 905,-25,SWLD,Transmit,3625.0 - 4075.0,44.0 (EIRP),Southern South America,,,,,,C-Band,72,8PSK,0.75,1
Intelsat 905,-25,MWLD,Transmit,3625.0 - 4075.0,47.6 (EIRP),Central America,Caribbean,,,,,C-Band,72,8PSK,0.75,1
Intelsat 905,-25,SELD,Transmit,3625.0 - 4075.0,41.1 (EIRP),Sub-Saharan Africa,,,,,,C-Band,72,8PSK,0.75,1
Intelsat 905,-25,NELD,Transmit,3625.0 - 4075.0,45.9 (EIRP),Europe,Greenland,,,,,C-Band,72,8PSK,0.75,1
Intelsat 905,-25,S2HD,Transmit,10950.0 - 11200.0,53.8 (EIRP),Global,,,,,,X-Band,77,8PSK,0.75,1
Intelsat 905,-25,CWLD,Transmit,3625.0 - 4075.0,43.1 (EIRP),South America,,,,,,C-Band,72,8PSK,0.75,1
Intelsat 905,-25,S1VE,Transmit,11450.0 - 11700.0,53.6 (EIRP),Global,,,,,,X-Band,72,8PSK,0.75,1
Intelsat 905,-25,S2HE,Transmit,11450.0 - 11700.0,53.8 (EIRP),Global,,,,,,X-Band,72,8PSK,0.75,1
INTELSAT 906,64.15,EHLU,Receive,5850.0 - 6300.0,-2.2 (G/T),Australia,India,Indonesia,China,Japan,,C-Band,72,QPSK,0.42,1
INTELSAT 906,64.15,CGRU,Receive,6300.0 - 6425.0,-6.5 (G/T),Global,,,,,,C-Band,36,QPSK,0.42,1
INTELSAT 906,64.15,CGLU,Receive,6300.0 - 6425.0,-6.5 (G/T),Global,,,,,,C-Band,36,QPSK,0.42,1
INTELSAT 906,64.15,SERU,Receive,5850.0 - 6300.0,-0.1 (G/T),Malaysia,Australia,Indonesia,Thailand,,,C-Band,72,QPSK,0.42,1
INTELSAT 906,64.15,CWRU,Receive,5850.0 - 6300.0,-2.45 (G/T),South America,,,,,,C-Band,72,QPSK,0.42,1
INTELSAT 906,64.15,S1HU,Receive,14000.0 - 14500.0,8.9 (G/T),Europe,,,,,,Ku-Band,77,QPSK,0.42,1
INTELSAT 906,64.15,S2VU,Receive,14000.0 - 14500.0,9.1 (G/T),Caribbean,,,,,,Ku-Band,77,QPSK,0.42,1
INTELSAT 906,64.15,NERU,Receive,5850.0 - 6300.0,4.4 (G/T),Europe,Greenland,,,,,C-Band,72,QPSK,0.42,1
INTELSAT 906,64.15,NWRU,Receive,5850.0 - 6300.0,5.6 (G/T),Northern United States,,,,,,C-Band,72,QPSK,0.42,1
INTELSAT 906,64.15,SWRU,Receive,5850.0 - 6300.0,1.15 (G/T),Southern South America,,,,,,C-Band,72,QPSK,0.42,1
INTELSAT 906,64.15,WHLU,Receive,5850.0 - 6300.0,-3.65 (G/T),North America,South America,,,,,C-Band,72,QPSK,0.42,1
INTELSAT 906,64.15,EHRD,Transmit,3625.0 - 4075.0,41.0 (EIRP),Australia,India,Indonesia,China,Japan,,C-Band,72,QPSK,0.42,1
INTELSAT 906,64.15,CGLD,Transmit,4075.0 - 4200.0,35.4 (EIRP),Global,,,,,,C-Band,36,QPSK,0.42,1
INTELSAT 906,64.15,CGRD,Transmit,4075.0 - 4200.0,35.2 (EIRP),Global,,,,,,C-Band,36,QPSK,0.42,1
INTELSAT 906,64.15,WHRD,Transmit,3625.0 - 4075.0,40.65 (EIRP),North America,South America,,,,,C-Band,72,QPSK,0.42,1
INTELSAT 906,64.15,NWLD,Transmit,3625.0 - 4075.0,42.7 (EIRP),Northern United States,,,,,,C-Band,72,QPSK,0.42,1
INTELSAT 906,64.15,SWLD,Transmit,3625.0 - 4075.0,41.85 (EIRP),Southern South America,,,,,,C-Band,72,QPSK,0.42,1
INTELSAT 906,64.15,SELD,Transmit,3625.0 - 4075.0,42.3 (EIRP),Sub-Saharan Africa,,,,,,C-Band,72,QPSK,0.42,1
INTELSAT 906,64.15,NELD,Transmit,3625.0 - 4075.0,44.2 (EIRP),Europe,Greenland,,,,,C-Band,72,QPSK,0.42,1
INTELSAT 906,64.15,S2HD,Transmit,10950.0 - 11200.0,53.9 (EIRP),Caribbean,,,,,,X-Band,72,QPSK,0.42,1
INTELSAT 906,64.15,S1VD,Transmit,10950.0 - 11200.0,53.4 (EIRP),Europe,,,,,,X-Band,72,QPSK,0.42,1
INTELSAT 906,64.15,S1VE,Transmit,11450.0 - 11700.0,53.4 (EIRP),Europe,,,,,,X-Band,72,QPSK,0.42,1
INTELSAT 906,64.15,S2HE,Transmit,11450.0 - 11700.0,53.9 (EIRP),Caribbean,,,,,,X-Band,72,QPSK,0.42,1
Intelsat-16,-76,MHUL,Receive,14000.0 - 14500.0,11.5 (G/T),Mexico,Central America,Caribbean,Puerto Rico,,,Ku-Band,72,QPSK,0.75,1
Intelsat-16,-76,MVUL,Receive,14000.0 - 14500.0,11.5 (G/T),Mexico,Central America,Caribbean,Puerto Rico,,,Ku-Band,72,QPSK,0.75,1
Intelsat-16,-76,MHDL,Transmit,11700.0 - 12200.0,54.2 (EIRP),Mexico,Central America,Caribbean,Puerto Rico,,,"X-Band, Ku-Band",72,QPSK,0.75,1
Intelsat-16,-76,MVDL,Transmit,11700.0 - 12200.0,54.2 (EIRP),Mexico,Central America,Caribbean,Puerto Rico,,,"X-Band, Ku-Band",72,QPSK,0.75,1
Intelsat-16,-76,M2DL,Transmit,11700.0 - 12200.0,57.2 (EIRP),Mexico,Central America,Caribbean,Puerto Rico,,,"X-Band, Ku-Band",72,QPSK,0.75,1
JCSAT-5A,132,C-T-,Transmit,3702.0 - 4118.0,40.7 (EIRP),Asia,Hawaii,,,,,C-Band,36,8PSK,0.75,0
JCSAT-5A,132,C-R-,Receive,5927.0 - 6343.0,1.8 (G/T),Asia,Hawaii,,,,,C-Band,36,8PSK,0.75,0
JCSAT-5A,132,C-T-,Transmit,3702.0 - 4118.0,40.6 (EIRP),Asia,Hawaii,,,,,C-Band,36,8PSK,0.75,0
JCSAT-5A,132,C-R-,Receive,5927.0 - 6343.0,1.8 (G/T),Asia,Hawaii,,,,,C-Band,36,8PSK,0.75,0
MSAT-2,-107,LR1,Receive,1631.5 - 1660.5,3.2 (G/T),Continental United States,Alaska,Canada,,,,L-Band,29,QPSK,0.5,1
MSAT-2,-107,LR2,Receive,1631.5 - 1660.5,3.2 (G/T),Continental United States,Alaska,Canada,,,,L-Band,29,QPSK,0.5,1
MSAT-2,-107,LR3,Receive,1631.5 - 1660.5,3.2 (G/T),Continental United States,Alaska,Canada,,,,L-Band,29,QPSK,0.5,1
MSAT-2,-107,LR4,Receive,1631.5 - 1660.5,3.2 (G/T),Continental United States,Alaska,Canada,,,,L-Band,29,QPSK,0.5,1
MSAT-2,-107,LR5,Receive,1631.5 - 1660.5,-0.8 (G/T),Continental United States,Alaska,Canada,,,,L-Band,29,QPSK,0.5,1
MSAT-2,-107,LR6,Receive,1631.5 - 1660.5,-0.8 (G/T),Hawaii,,,,,,L-Band,29,QPSK,0.5,1
MSAT-2,-107,KU1,Receive,13000.0 - 13250.0,-3.6 (G/T),Continental United States,Alaska,Canada,Hawaii,,,Ku-Band,200,QPSK,0.5,1
MSAT-2,-107,OMNI,Receive,14499.0 - 14500.0,-8.0 (G/T),Global,,,,,,Ku-Band,0.1,QPSK,0.5,1
MSAT-2,-107,KU1a,Receive,14000.0 - 14001.0,-3.6 (G/T),Continental United States,Alaska,Canada,Hawaii,,,Ku-Band,0.1,QPSK,0.5,1
MSAT-2,-107,LE1,Transmit,1530.0 - 1559.0,57.3 (EIRP),Continental United States,Alaska,Canada,,,,L-Band,29,QPSK,0.5,1
MSAT-2,-107,LE2,Transmit,1530.0 - 1559.0,57.3 (EIRP),Continental United States,Alaska,Canada,,,,L-Band,29,QPSK,0.5,1
MSAT-2,-107,LE3,Transmit,1530.0 - 1559.0,57.3 (EIRP),Continental United States,Alaska,Canada,,,,L-Band,29,QPSK,0.5,1
MSAT-2,-107,LE4,Transmit,1530.0 - 1559.0,57.3 (EIRP),Continental United States,Alaska,Canada,,,,L-Band,29,QPSK,0.5,1
MSAT-2,-107,LE5,Transmit,1530.0 - 1559.0,57.3 (EIRP),Continental United States,Alaska,Canada,,,,L-Band,29,QPSK,0.5,1
MSAT-2,-107,LE6,Transmit,1530.0 - 1559.0,57.3 (EIRP),Hawaii,,,,,,L-Band,29,QPSK,0.5,1
MSAT-2,-107,KUE,Transmit,10750.0 - 10950.0,36.2 (EIRP),Continental United States,Alaska,Canada,Hawaii,,,X-Band,200,QPSK,0.5,1
MSAT-2,-107,KUaE,Transmit,11700.35 - 11700.65,36.2 (EIRP),Continental United States,Alaska,Canada,Hawaii,,,X-Band,0.3,QPSK,0.5,1
MSAT-2,-107,KUbE,Transmit,11700.85 - 11701.15,36.2 (EIRP),Continental United States,Alaska,Canada,Hawaii,,,X-Band,0.3,QPSK,0.5,1
MSAT-2,-107,OMNE,Transmit,11700.35 - 11700.65,7.4 (EIRP),Global,,,,,,X-Band,0.3,QPSK,0.5,1
MSAT-2,-107,OMNa,Transmit,11700.85 - 11701.15,7.4 (EIRP),Global,,,,,,X-Band,0.3,QPSK,0.5,1
NIMIQ 5,-72.7,RXL,Receive,17324.0 - 17761.4,8.0 (G/T),Global,,,,,,Ku-Band,24,QPSK,0.691,0
NIMIQ 5,-72.7,RXR,Receive,17324.0 - 17761.4,8.0 (G/T),Global,,,,,,Ku-Band,24,QPSK,0.691,0
NIMIQ 5,-72.7,TXL,Transmit,12224.0 - 12661.4,55.5 (EIRP),Global,,,,,,Ku-Band,24,QPSK,0.691,0
NIMIQ 5,-72.7,TXR,Transmit,12224.0 - 12661.4,55.5 (EIRP),Global,,,,,,Ku-Band,24,QPSK,0.691,0
NSS-11,176,BCAR,Receive,14000.0 - 14500.0,14.61 (G/T),Global,,,,,,Ku-Band,72,QPSK,0.5,1
NSS-11,176,CHRH,Receive,14000.0 - 14500.0,6.42 (G/T),Alaska,Hawaii,Canada,Eastern Asia,,,Ku-Band,72,QPSK,0.5,1
NSS-11,176,GBLR,Receive,14000.0 - 14500.0,14.61 (G/T),Global,,,,,,Ku-Band,72,QPSK,0.5,1
NSS-11,176,NERH,Receive,14000.0 - 14500.0,5.59 (G/T),Hawaii,Alaska,Canada,Northwestern United States,,,Ku-Band,72,QPSK,0.5,1
NSS-11,176,SARV,Receive,14000.0 - 14500.0,5.93 (G/T),Guam,Eastern Asia,,,,,Ku-Band,72,QPSK,0.5,1
NSS-11,176,NERV,Receive,14000.0 - 14500.0,5.59 (G/T),Hawaii,Alaska,Canada,Northwestern United States,,,Ku-Band,72,QPSK,0.5,1
NSS-11,176,BCAT,Transmit,12250.0 - 12750.0,6.0 (EIRP),Global,,,,,,Ku-Band,72,QPSK,0.5,1
NSS-11,176,BTX2,Transmit,12250.0 - 12750.0,19.7 (EIRP),Pacific Ocean,,,,,,Ku-Band,72,QPSK,0.5,1
NSS-11,176,BTX1,Transmit,12250.0 - 12750.0,14.6 (EIRP),Pacific Ocean,,,,,,Ku-Band,72,QPSK,0.5,1
NSS-11,176,GBLH,Transmit,12250.0 - 12750.0,6.0 (EIRP),Global,,,,,,Ku-Band,72,QPSK,0.5,1
NSS-11,176,CHTV,Transmit,12250.0 - 12750.0,54.19 (EIRP),Alaska,Hawaii,Canada,Eastern Asia,,,Ku-Band,72,QPSK,0.5,1
NSS-11,176,NETV,Transmit,12250.0 - 12750.0,54.41 (EIRP),Hawaii,Alaska,Canada,Northwestern United States,,,Ku-Band,72,QPSK,0.5,1
NSS-11,176,NETH,Transmit,12250.0 - 12750.0,54.41 (EIRP),Hawaii,Alaska,Canada,Northwestern United States,,,Ku-Band,72,QPSK,0.5,1
NSS-11,176,SATH,Transmit,12250.0 - 12750.0,54.15 (EIRP),Guam,Eastern Asia,,,,,Ku-Band,72,QPSK,0.5,1
NSS-6,-169,RCH,Receive,13750.0 - 14500.0,9.31 (G/T),Canada,United States West Coast,Alaska,Pacific,,,Ku-Band,54,QPSK,0.75,1
NSS-6,-169,RCV,Receive,13750.0 - 14500.0,9.36 (G/T),Canada,United States West Coast,Alaska,Pacific,,,Ku-Band,54,QPSK,0.75,1
NSS-6,-169,RNH,Receive,13750.0 - 14500.0,8.51 (G/T),Pacific Ocean,United States West Coast,,,,,Ku-Band,54,QPSK,0.75,1
NSS-6,-169,RNV,Receive,13750.0 - 14500.0,8.9 (G/T),Pacific Ocean,United States West Coast,,,,,Ku-Band,54,QPSK,0.75,1
NSS-6,-169,RSH,Receive,13750.0 - 14500.0,7.59 (G/T),Pacific Ocean,Hawaii,,,,,Ku-Band,54,QPSK,0.75,1
NSS-6,-169,TAV,Transmit,12500.0 - 12750.0,55.03 (EIRP),South Pacific,,,,,,Ku-Band,54,QPSK,0.75,1
NSS-6,-169,TCHl,Transmit,10950.0 - 11200.0,54.61 (EIRP),Canada,United States West Coast,Alaska,Pacific,,,X-Band,54,QPSK,0.75,1
NSS-6,-169,TCHm,Transmit,11450.0 - 11700.0,54.61 (EIRP),Canada,United States West Coast,Alaska,Pacific,,,X-Band,54,QPSK,0.75,1
NSS-6,-169,TCV,Transmit,10950.0 - 11200.0,54.39 (EIRP),Canada,United States West Coast,Alaska,Pacific,,,X-Band,54,QPSK,0.75,1
NSS-6,-169,TIHl,Transmit,10950.0 - 11200.0,56.7 (EIRP),Pacific Ocean,,,,,,X-Band,54,QPSK,0.75,1
NSS-9,-177,EHL,Receive,5850.0 - 6425.0,-0.9 (G/T),Global,,,,,,C-Band,72,QPSK,0.75,1
NSS-9,-177,EHR,Receive,5850.0 - 6425.0,-0.9 (G/T),Global,,,,,,C-Band,72,QPSK,0.75,1
NSS-9,-177,EHL,Transmit,3625.0 - 4200.0,41.5 (EIRP),Global,,,,,,C-Band,72,QPSK,0.75,1
NSS-9,-177,EHR,Transmit,3625.0 - 4200.0,41.5 (EIRP),Global,,,,,,C-Band,72,QPSK,0.75,1
NSS-9,-177,WHL,Receive,5850.0 - 6425.0,-1.6 (G/T),Global,,,,,,C-Band,72,QPSK,0.75,1
NSS-9,-177,WHR,Receive,5850.0 - 6425.0,-1.6 (G/T),Global,,,,,,C-Band,72,QPSK,0.75,1
NSS-9,-177,WHL,Transmit,3625.0 - 4200.0,40.6 (EIRP),Global,,,,,,C-Band,72,QPSK,0.75,1
NSS-9,-177,WHR,Transmit,3625.0 - 4200.0,40.6 (EIRP),Global,,,,,,C-Band,72,QPSK,0.75,1
NSS-9,-177,GLLU,Receive,5850.0 - 6425.0,-7.3 (G/T),Global,,,,,,C-Band,36,QPSK,0.692,1
NSS-9,-177,GLR,Receive,5850.0 - 6425.0,-7.3 (G/T),Global,,,,,,C-Band,36,QPSK,0.692,1
NSS-9,-177,GLLD,Transmit,3625.0 - 4200.0,35.5 (EIRP),Global,,,,,,C-Band,36,QPSK,0.692,1
NSS-9,-177,GLR,Transmit,3625.0 - 4200.0,35.5 (EIRP),Global,,,,,,C-Band,36,QPSK,0.692,1
QUETZSAT-1,-77,RRC,Receive,17300.0 - 17800.0,13.0 (G/T),Cheyenne WY,,,,,,Ku-Band,24,QPSK,0.67,1
QUETZSAT-1,-77,RRG,Receive,17300.0 - 17800.0,12.8 (G/T),Gilbert AZ,,,,,,Ku-Band,24,QPSK,0.67,1
QUETZSAT-1,-77,RRM,Receive,17300.0 - 17800.0,9.6 (G/T),Mexico City,,,,,,Ku-Band,24,QPSK,0.67,1
QUETZSAT-1,-77,RLC,Receive,17300.0 - 17800.0,12.4 (G/T),Cheyenne WY,,,,,,Ku-Band,24,QPSK,0.67,1
QUETZSAT-1,-77,RLG,Receive,17300.0 - 17800.0,12.2 (G/T),Gilbert AZ,,,,,,Ku-Band,24,QPSK,0.67,1
QUETZSAT-1,-77,RLM,Receive,17300.0 - 17800.0,9.2 (G/T),Mexico City,,,,,,Ku-Band,24,QPSK,0.67,1
QUETZSAT-1,-77,TEL,Transmit,12200.0 - 12700.0,57.6 (EIRP),Continental United States,Puerto Rico,Mexico,Central America,,,Ku-Band,24,QPSK,0.67,1
QUETZSAT-1,-77,TER,Transmit,12200.0 - 12700.0,57.5 (EIRP),Continental United States,Puerto Rico,Mexico,Central America,,,Ku-Band,24,QPSK,0.67,1
